,Close,High,Open,Low
0,0.5045753165606723,0.43278463204340406,0.5306208195159807,0.6459493948188337
1,0.5828890040257972,0.4831074460844148,0.4110746663319753,0.5307126832478513
2,0.6615193614616042,0.5390348532831514,0.5754484758347953,0.7157210468264347
3,0.45760215518657654,0.5201233211895416,0.6686638876977126,0.6883206586087705
4,0.6646067665505397,0.4898963150519286,0.36036977008736104,0.5069836852789904
5,0.7209210279095462,0.6406049112375946,0.7608995860074003,0.7980967617410961
6,0.4722973498924601,0.6230737149742843,0.7368128522414467,0.6161846617850428
7,0.7013127787507591,0.5120956373483386,0.4936466779968902,0.5306233393493164
8,0.6127826206753489,0.6179695208746527,0.8095707866045431,0.7345090952780413
9,0.5785480884890691,0.5429986616604047,0.5780170476975288,0.5109978086183535
10,0.7900869130620081,0.5972236105385543,0.6376640271273781,0.6772618507995779
11,0.46260672721578655,0.670106332517264,0.8472813361812599,0.6369983704043074
12,0.6558259009605288,0.4782486229458728,0.37312112359941496,0.4022737901563981
13,0.5938064677805601,0.5901262162860442,0.7028625878626205,0.679858066241898
14,0.3009113402233485,0.5419765861239505,0.6178500223087156,0.4386761014615214
15,0.6583233367194563,0.40223656296940125,0.23003925715256907,0.34043610901814436
16,0.385428356970178,0.5184085350822768,0.687792832039296,0.6452786578111211
17,0.3816340242461963,0.39177895803470264,0.3208981387612744,0.3565794024156985
18,0.6799350528558533,0.38183446759431705,0.2667303600723594,0.4667369828470197
19,0.22647749303581644,0.4344945095341198,0.6810176240218869,0.6301694144520503
20,0.5645827249745585,0.2791888470220105,0.06361912719333929,0.3048122960843673
21,0.7042809054275645,0.49492269064938443,0.5026502710985017,0.6891882539397773
22,0.27759457393320713,0.5096742975393006,0.7296877311878787,0.6422132294922721
23,0.7739842127903473,0.36795912633050154,0.14013120800852275,0.38350728749090124
24,0.5936810701628358,0.6449573700824577,0.8929770747051524,0.8826327304313821
25,0.4445076545012727,0.5358925531602249,0.663462157453099,0.5355980704338728
26,0.9317903949122329,0.5286022692069731,0.3888396127183348,0.5437390277590438
27,0.47238540665593287,0.7703226595749905,1.1639637400037603,0.9336002756114663
